loss,mae,val_loss,val_mae,learning_rate
0.08216900378465652,0.23384059965610504,0.07685089856386185,0.22651128470897675,9.999999747378752e-05
0.06659240275621414,0.20428350567817688,0.0712571069598198,0.1995987594127655,9.999999747378752e-05
0.06034545227885246,0.18920467793941498,0.056471843272447586,0.1785101741552353,9.999999747378752e-05
0.05649946630001068,0.1792062222957611,0.054943375289440155,0.1705581396818161,9.999999747378752e-05
0.053398117423057556,0.17057548463344574,0.05299779400229454,0.1644551157951355,9.999999747378752e-05
0.05124044418334961,0.1639794558286667,0.04931997135281563,0.15649275481700897,9.999999747378752e-05
0.04960958659648895,0.1587875634431839,0.046544149518013,0.1501653492450714,9.999999747378752e-05
0.04865935444831848,0.15545526146888733,0.04654281586408615,0.14881403744220734,9.999999747378752e-05
0.04781796783208847,0.15255437791347504,0.04940377548336983,0.1539945900440216,9.999999747378752e-05
0.04750532656908035,0.15155459940433502,0.044866081327199936,0.1445038914680481,9.999999747378752e-05
0.046996090561151505,0.1497747153043747,0.04403707757592201,0.1417424976825714,9.999999747378752e-05
0.04651070386171341,0.14830321073532104,0.045485034584999084,0.14533096551895142,9.999999747378752e-05
0.046510372310876846,0.14828160405158997,0.046837009489536285,0.1485268771648407,9.999999747378752e-05
0.0460456945002079,0.14702898263931274,0.044935401529073715,0.14329707622528076,9.999999747378752e-05
0.045956455171108246,0.14664411544799805,0.04424962401390076,0.14096543192863464,9.999999747378752e-05
0.045679837465286255,0.14595212042331696,0.04365754500031471,0.14000432193279266,9.999999747378752e-05
0.045563969761133194,0.14573872089385986,0.04798291251063347,0.1506485491991043,9.999999747378752e-05
0.045490607619285583,0.14557935297489166,0.045072104781866074,0.14439819753170013,9.999999747378752e-05
0.045255545526742935,0.14500342309474945,0.04600746929645538,0.14624109864234924,9.999999747378752e-05
0.04519882798194885,0.14480099081993103,0.04636456444859505,0.14775866270065308,9.999999747378752e-05
0.04516973719000816,0.14474056661128998,0.04681970924139023,0.14826878905296326,9.999999747378752e-05
0.0448194183409214,0.14398743212223053,0.044645730406045914,0.14286665618419647,4.999999873689376e-05
0.04482675716280937,0.14393943548202515,0.04428433999419212,0.14174464344978333,4.999999873689376e-05
0.04483180120587349,0.14407113194465637,0.045134495943784714,0.14376913011074066,4.999999873689376e-05
0.044595468789339066,0.1434369683265686,0.04372132942080498,0.14026382565498352,4.999999873689376e-05
0.04451247677206993,0.14326637983322144,0.046838585287332535,0.14700628817081451,4.999999873689376e-05
0.04442869499325752,0.14318567514419556,0.04422023892402649,0.1411890983581543,2.499999936844688e-05
0.04453067108988762,0.14331957697868347,0.04378301277756691,0.140222430229187,2.499999936844688e-05
0.04434152692556381,0.14286881685256958,0.04490352049469948,0.14359150826931,2.499999936844688e-05
0.04441780224442482,0.1430564522743225,0.04900052398443222,0.15067121386528015,2.499999936844688e-05
0.0442335344851017,0.14263072609901428,0.04449746012687683,0.1415398120880127,2.499999936844688e-05
