loss,mae,val_loss,val_mae,learning_rate
0.10134978592395782,0.2660730183124542,0.0936000868678093,0.2713490128517151,9.999999747378752e-05
0.0800258219242096,0.23318585753440857,0.07281415164470673,0.23248359560966492,9.999999747378752e-05
0.07478372752666473,0.2224041074514389,0.0665402039885521,0.2127515822649002,9.999999747378752e-05
0.07142668962478638,0.21477186679840088,0.06517814099788666,0.2043430209159851,9.999999747378752e-05
0.06892096996307373,0.20902927219867706,0.06325386464595795,0.20055609941482544,9.999999747378752e-05
0.06675425171852112,0.2039812207221985,0.062056224793195724,0.19547095894813538,9.999999747378752e-05
0.06422031670808792,0.19817575812339783,0.0580926276743412,0.18827402591705322,9.999999747378752e-05
0.06265559047460556,0.19435638189315796,0.05671454221010208,0.182762011885643,9.999999747378752e-05
0.06088133901357651,0.18983550369739532,0.05563804879784584,0.17995445430278778,9.999999747378752e-05
0.05909785255789757,0.18515022099018097,0.05371963605284691,0.17396235466003418,9.999999747378752e-05
0.05789647996425629,0.18145659565925598,0.05476192384958267,0.17322498559951782,9.999999747378752e-05
0.05710717290639877,0.17912904918193817,0.05257504805922508,0.16957715153694153,9.999999747378752e-05
0.05629876255989075,0.1763463020324707,0.05182469263672829,0.1654653400182724,9.999999747378752e-05
0.0557745024561882,0.174496129155159,0.05179305002093315,0.16506719589233398,9.999999747378752e-05
0.05519205704331398,0.17285875976085663,0.05109187588095665,0.16191425919532776,9.999999747378752e-05
0.05487268790602684,0.1716473549604416,0.051405102014541626,0.16255973279476166,9.999999747378752e-05
0.05446971207857132,0.17020677030086517,0.051631197333335876,0.16267922520637512,9.999999747378752e-05
0.05396399646997452,0.1690434068441391,0.05496519058942795,0.16918422281742096,9.999999747378752e-05
0.05376368761062622,0.16850928962230682,0.05056100711226463,0.16000650823116302,9.999999747378752e-05
0.053281914442777634,0.16728058457374573,0.05262843519449234,0.16327111423015594,9.999999747378752e-05
0.052597928792238235,0.1654261201620102,0.04914713278412819,0.15647169947624207,9.999999747378752e-05
0.05238441377878189,0.16515055298805237,0.05023364722728729,0.15904740989208221,9.999999747378752e-05
0.05213188752532005,0.1643427312374115,0.04847647622227669,0.15420891344547272,9.999999747378752e-05
0.05157579854130745,0.16316744685173035,0.051334772258996964,0.1608704924583435,9.999999747378752e-05
0.05120943859219551,0.16201183199882507,0.049720678478479385,0.15807077288627625,9.999999747378752e-05
0.05083002895116806,0.161224827170372,0.04742972552776337,0.15185685455799103,9.999999747378752e-05
0.050646260380744934,0.16054338216781616,0.047665808349847794,0.1527041345834732,9.999999747378752e-05
0.05038735643029213,0.15985111892223358,0.047348733991384506,0.15220919251441956,9.999999747378752e-05
0.04981280863285065,0.15852375328540802,0.04813752323389053,0.1534399688243866,9.999999747378752e-05
0.049745913594961166,0.15801967680454254,0.04803646728396416,0.15377622842788696,9.999999747378752e-05
0.04962721839547157,0.1576354205608368,0.046706877648830414,0.14998652040958405,9.999999747378752e-05
0.04935277998447418,0.15707319974899292,0.04804087430238724,0.1540980488061905,9.999999747378752e-05
0.04910726472735405,0.1564103364944458,0.054503925144672394,0.1663236767053604,9.999999747378752e-05
0.04885663092136383,0.15577712655067444,0.04625769704580307,0.14884361624717712,9.999999747378752e-05
0.048932310193777084,0.1558361053466797,0.05058153718709946,0.15997964143753052,9.999999747378752e-05
0.04874592646956444,0.15545868873596191,0.0463855117559433,0.14981888234615326,9.999999747378752e-05
0.048669181764125824,0.15548092126846313,0.04593641683459282,0.1485409438610077,9.999999747378752e-05
0.048438847064971924,0.15474127233028412,0.048320695757865906,0.15409976243972778,9.999999747378752e-05
0.04828217625617981,0.15421386063098907,0.04763668030500412,0.153827965259552,9.999999747378752e-05
0.04823733866214752,0.15431073307991028,0.04803761467337608,0.152710422873497,9.999999747378752e-05
0.04793867468833923,0.15352419018745422,0.04555704817175865,0.14785665273666382,9.999999747378752e-05
0.04793946072459221,0.1535607874393463,0.045872095972299576,0.14805494248867035,9.999999747378752e-05
0.047694507986307144,0.15285103023052216,0.05227070674300194,0.162085622549057,9.999999747378752e-05
0.04769871011376381,0.1529739648103714,0.050294697284698486,0.1564147174358368,9.999999747378752e-05
0.047680292278528214,0.1528966873884201,0.046046096831560135,0.14797569811344147,9.999999747378752e-05
0.04748538136482239,0.1523512750864029,0.04943452402949333,0.1575513333082199,9.999999747378752e-05
0.04715365543961525,0.15161281824111938,0.04536490887403488,0.14641374349594116,4.999999873689376e-05
0.0471288301050663,0.15158528089523315,0.046532049775123596,0.15011365711688995,4.999999873689376e-05
0.04692569002509117,0.15111741423606873,0.04501849412918091,0.14540177583694458,4.999999873689376e-05
0.0470968559384346,0.1514846682548523,0.044794633984565735,0.1444164663553238,4.999999873689376e-05
0.04696230590343475,0.15096965432167053,0.045418404042720795,0.14712557196617126,4.999999873689376e-05
0.04689576104283333,0.1511222869157791,0.046281684190034866,0.1485748291015625,4.999999873689376e-05
0.046826399862766266,0.15092074871063232,0.045273348689079285,0.14661335945129395,4.999999873689376e-05
0.046909529715776443,0.15122559666633606,0.04570114612579346,0.14622680842876434,4.999999873689376e-05
0.046753138303756714,0.1508585512638092,0.046533748507499695,0.1495356410741806,4.999999873689376e-05
0.04655519872903824,0.15035952627658844,0.0455472357571125,0.1474134773015976,2.499999936844688e-05
0.04657476022839546,0.15048770606517792,0.04491180554032326,0.14496538043022156,2.499999936844688e-05
0.046489253640174866,0.15026193857192993,0.04494879022240639,0.14521893858909607,2.499999936844688e-05
0.04640692472457886,0.15005627274513245,0.04486655816435814,0.14468370378017426,2.499999936844688e-05
0.04653026908636093,0.15044866502285004,0.04586358368396759,0.14823317527770996,2.499999936844688e-05
0.046319130808115005,0.14993642270565033,0.04457967355847359,0.14408428966999054,1.249999968422344e-05
0.046468060463666916,0.15026627480983734,0.044665396213531494,0.14448150992393494,1.249999968422344e-05
0.04623189568519592,0.1497148722410202,0.04470194876194,0.14455008506774902,1.249999968422344e-05
0.04626071825623512,0.14979404211044312,0.044878941029310226,0.14476799964904785,1.249999968422344e-05
0.04632430523633957,0.14971494674682617,0.04472188651561737,0.14477165043354034,1.249999968422344e-05
0.0463426373898983,0.14980342984199524,0.0450962595641613,0.14586059749126434,1.249999968422344e-05
0.04609180614352226,0.1494796723127365,0.044588636606931686,0.1442655622959137,6.24999984211172e-06
0.04618601128458977,0.14941848814487457,0.04463426023721695,0.14441333711147308,6.24999984211172e-06
0.04615527018904686,0.14942556619644165,0.044654302299022675,0.1444769948720932,6.24999984211172e-06
0.04620765522122383,0.1497115194797516,0.04458223283290863,0.14420776069164276,6.24999984211172e-06
0.046307582408189774,0.14980971813201904,0.04462143033742905,0.14418348670005798,6.24999984211172e-06
0.0459330752491951,0.14889857172966003,0.044543761759996414,0.14403410255908966,3.12499992105586e-06
0.046266134828329086,0.14961890876293182,0.04457269236445427,0.14416450262069702,3.12499992105586e-06
0.046108849346637726,0.1494993269443512,0.04456634446978569,0.14416205883026123,3.12499992105586e-06
0.04621008411049843,0.14963935315608978,0.044602103531360626,0.14426375925540924,3.12499992105586e-06
0.04613039270043373,0.14938457310199738,0.044580552726984024,0.14424064755439758,3.12499992105586e-06
0.04623665660619736,0.14977245032787323,0.04457756131887436,0.14416170120239258,1.56249996052793e-06
0.04617862030863762,0.14953206479549408,0.04457126185297966,0.14416493475437164,1.56249996052793e-06
0.04623953998088837,0.14967434108257294,0.044583577662706375,0.14420641958713531,1.56249996052793e-06
0.04600301757454872,0.14918649196624756,0.0445694699883461,0.14420361816883087,1.56249996052793e-06
0.04612891376018524,0.14930380880832672,0.04457246512174606,0.1441936194896698,1.56249996052793e-06
0.04605654999613762,0.14940527081489563,0.04457380250096321,0.14420098066329956,9.999999974752427e-07
0.04597638547420502,0.14911818504333496,0.04456125944852829,0.14417313039302826,9.999999974752427e-07
0.04616950824856758,0.14969086647033691,0.04457038268446922,0.1441812664270401,9.999999974752427e-07
0.0462532676756382,0.14967507123947144,0.04457077011466026,0.14418521523475647,9.999999974752427e-07
0.046174123883247375,0.14945347607135773,0.04457206279039383,0.144211083650589,9.999999974752427e-07
0.046096451580524445,0.14937074482440948,0.04457180202007294,0.14420033991336823,9.999999974752427e-07
